ETC_20150317_000001	Kepa	케파
ETC_20151224_017516	ในอดีตมีการทดลองอยู่หลายครั้งในการควบคุมมนุษย์ตั้งแต่ในวัยเด็ก แต่ปีศาจก็เป็นคนที่ประสบความสำเร็จในที่สุด	인간 가운데도 어린 시절에 길들이려 한 시도가 있었으나, 확실한 성공을 거둔 것은 마족들입니다. 
ETC_20151224_017517	อะไรคือสิ่งที่ยากที่สุดสำหรับมอนสเตอร์ประเภทนี้ก็คือพวกมันอาจปรากฏอยู่ในบ้าน ...	이러한 종류의 몬스터의 가장 곤란한 점은 자고 일어난 집안에서도 나타날 가능성이 있다는 점입니다. 
ETC_20151224_017518	มันเป็นนกดังนั้นตามตรรกะที่เมล็ดพันธุ์นกนั้นดึงดูดพวกมัน ปีศาจกำลังพยายามที่จะใช้ข้อได้เปรียบและปีศาจชักนำให้พวกมันที่จะล่วงละเมิดมนุษย์	새라서 그런지 모이에 잘 유혹당합니다. 마족은 이를 이용해 인간을 괴롭히도록 유인하기도 합니다. 
ETC_20151224_017519	ไม่แน่ใจว่ามันจะกลายเป็นมอนสเตอร์หลังจาก Medzio Diena หรือโดยการได้รับพิธีกรรมบางอย่างจาก Lord Demon  ไม่ว่าอะไรก็ตามอุปกรณ์นี้มีประโยชน์ได้กลับมาแล้ว	신수의 날 이후 변화되어 몬스터가 된 것인지 마군주가 특정한 의식을 거쳐 몬스터로 만들었는지 확실하지 않습니다. 아무튼 전에는 유용한 장비였습니다. 
ETC_20151224_017520	มันไม่เป็นที่รู้จักว่าเหล่ามอนสเตอร์เหล่านี้แปรสภาพหลังจาก Medzio Diena และย้ายจากทะเลมายังดินแดนที่ดูจากผลสรุปหรือไม่ก็เป็นชีวิตที่ชั่วร้ายดั้งเดิม เทพธิดา Jurate ไม่สนใจพวกเขา	이 종류의 몬스터가 신수의 날 이후 변형되어 활동 공간을 바다에서 육지로 옮긴 것인지 마계의 생물이 넘어온 것인지는 확실하지 않습니다. 일단 유라테 여신께서는 이들에 대해 관심을 보이지 않고 있습니다. 
ETC_20151224_017521	Shadowgaler เดิมเป็นหนึ่งในวิญญาณ แต่นับถือเอาพลังของปีศาจของMedzio Diena	섀도게일러는 본시 정령 가운데 하나였으나 신수의 날을 즈음하여 마족의 힘을 받아들였습니다. 
ETC_20151224_017522	Helgasercle เคยเป็นหนึ่งใน Demon Lords ที่แข็งแกร่งที่สุดที่นั่น Hauberk ซึ่งเป็นพระเจ้าของปีศาจที่ได้รับความโกรธของเธอและถูกปิดผนึกหลังจากที่เธอแสดงพลังของเธอ ไม่แปลกที่ Agailla Flurry ได้รับการยกย่องจากหลาย ๆ คนว่าเป็นนักเวทมนตร์ที่ยิ่งใหญ่ที่สุดในประวัติศาสตร์นับตั้งแต่ที่เธอต่อสู้กับ Helgasercle เป็นเวลาหลายร้อยปีและได้รับชัยชนะได้รับการยกย่องจากหลาย ๆ คนว่าเป็นนักเวทมนตร์ที่ยิ่งใหญ่ที่สุดในประวัติศาสตร์นับตั้งแต่ที่เธอต่อสู้กับ Helgasercle เป็นเวลาหลายร้อยปีและได้รับชัยชนะ	헬가 세르클은 가장 강력한 마군주의 하나입니다. 같은 마군주인 하우벅이 그녀의 분노를 받아 해체되어 봉인된 일은 그녀의 강함을 알려줍니다. 이런 헬가 세르클과 백 년 넘게 싸우며 우위를 점한 아가일라 플러리가 역사상 최고의 마법사로 칭송받는 것은 매우 당연합니다.
ETC_20151224_017523	Rexipher เป็นที่รู้จักกันในชื่อ Demon Lordที่ฉลาดมากที่สุดในบรรดา Lord Demon ทั้งหมด  สาเหตุที่เขาไม่ได้ใช้งานตามที่เขาควรจะเป็นเพราะ Demon Queen Gesti ไม่ทราบวิธีการใช้เขาอย่างมีประสิทธิภาพ นั่นเป็นสิ่งที่ดีสำหรับมนุษย์	렉시퍼는 모든 마군주 가운데 가장 총명하다고 알려졌습니다. 그가 더 큰 활약을 하지 못하는 것은 마왕 제스티가 그를 적재적소에 활용하지 못하기 때문입니다. 인간으로서는 다행한 일이라 하겠습니다. 
ETC_20151224_017524	เขามีแนวโน้มที่จะควบคุมวิญญาณชั่วร้ายและขโมยพลังจากผู้ที่ไม่เชื่อฟังเขาเพื่อสะสมพลังที่ยิ่งใหญ่กว่า	다른 망령들을 지배하고, 복종하지 않은 약한 망령의 힘을 빼앗아 더 큰 힘을 모으려는 성향이 있습니다. 
ETC_20151224_017525	เหตุผลที่สัตว์ประหลาดชนิดนี้ถูกสร้างขึ้นมาจากดินแดนและสิ่งชีวิตที่ไม่เกี่ยวข้องกับทะเลเป็นเพราะปีศาจ ฟังดูง่าย แต่ในความเป็นจริงปรากฏการณ์นี้ไม่สามารถอธิบายง่ายๆได้	바다와 전혀 상관이 없는 생물과 지형에서 이런 형태로 변이된 몬스터가 나오는 이유는 마족탓이라고 생각하면 간편하지만, 실은 그렇게 간단히 설명할 수 없는 현상이기도 합니다. 
ETC_20151224_017526	ทฤษฎีที่ Linkrollers เคลื่อนไหวโดยปฏิกิริยาเวทย์ได้รับการพิสูจน์แล้ว อย่างไรก็ตามสิ่งที่น่าสนใจคือมันไม่ได้ออกแบบโดยใคร แต่มันถูกสร้างขึ้นโดยธรรมชาติรอบ Medzio Diena	링크롤러가 어떤 마법 작용으로 움직이는지는 대강 그 원리가 밝혀졌습니다. 정말 신기한 일은 그것이 누군가에 의해 고안된 것이 아니라 신수의 날 즈음하여 저절로 발생한 것이란 사실입니다. 
ETC_20151224_017527	เมื่อ Rocktortuga ปรากฏตัวครั้งแรกทหารหลายคนก็มีปัญหาในการถอยกลับเนื่องจากความดื้อรั้น เมื่อเวลาผ่านไปความอ่อนแอบนตัวของมันถูกทำให้เป็นที่รู้จัก แต่ไม่ง่ายที่จะโจมตีจุดอ่อนของ Rocktortuga	락토르투가가 처음에 출현했을 때 그 견고함 때문에 병사들이 퇴치에 어려움을 겪었습니다. 시간이 지나면서 신체구조상의 약점이 알려지긴 했으나 그 약점에 대한 공략도 그리 쉽지는 않습니다.
ETC_20151224_017528	หลายคนมีส่วนร่วมในความพยายามที่จะป้องกันไม่ให้ลูกหลายของพวกเขาได้รับผลกระทบจากการที่สปอร์ไหลปะทุออกมา	이들이 포자를 발산해 후손이 되는 개체를 낳기 전에 제거하는 노력에 여러 사람이 동참하고 있습니다. 
