SKILL_20150317_000001	Attack	공격
SKILL_20161005_006833	โจมตีด้วยปืนใหญ่	캐논으로 기본 공격을 합니다.
SKILL_20161005_006834	รอบเวทย์และเลเวลสกิลที่ติดตั้งเพิ่มขึ้น +1	마법진과 설치물 스킬레벨이 +1 증가
SKILL_20161005_006835	Missile Attack Defense	미사일 공격 방어
SKILL_20161005_006836	ATK เพิ่มขึ้น	물리 공격력이 증가합니다
SKILL_20161005_006837	ชีลด์เกจลดลงแทน HP เมื่อได้รับความเสียหาย{nl}ชีลด์เกจแสดง HP สูงสุดของตนเอง{nl}ปริมาณชีลด์ที่สูงกว่า HP สูงสุดจะแสดงเป็น x2, x3, ... ที่เกจเกจ{nl}ปริมาณชีลด์สูงสุดที่รับได้ตามชีลด์เกจมีจำกัด	피해를 입으면 HP 대신 실드 게이지의 실드가 감소합니다.{nl}실드 게이지는 자신의 최대 HP량 만큼 나타내며,{nl}최대 HP보다 높은 실드량은 실드 게이지에 x2, x3....로 표시됩니다.{nl}또한 랭크별로 얻을 수 있는 최대 실드량이 한정되어 있습니다.
SKILL_20161005_006838	อัตราการโจมตี AoE เพิ่มขึ้น	광역 공격 비율이 증가합니다.
SKILL_20161005_006839	Power Ancient	고대의 힘
SKILL_20161005_006840	ATK, MATK เพิ่มขึ้นแล้ว	공격력과 마법 공격력이 증가하였습니다.
SKILL_20161005_006841	Berserker Effect	버서커 효과
SKILL_20161005_006842	ATK เพิ่มขึ้นแล้ว	공격력이 증가된 상태입니다.
SKILL_20161005_006843	สถานะ SP เพิ่มขึ้นแล้ว	SP 증가 상태
SKILL_20161005_006844	ปริมาณ SP, การฟื้น SP เพิ่มขึ้นแล้ว	SP양이 늘어나고, SP회복이 빨라집니다,
SKILL_20161005_006845	สถานะ HP เพิ่มขึ้นแล้ว	HP 증가 상태
SKILL_20161005_006846	ปริมาณ HP, DEF, MDEF เพิ่มขึ้นแล้ว	HP양이 늘어나고, 방어력과 마법방어력이 증가합니다.
SKILL_20161005_006847	Manahas' Protection	마나하스의 가호
SKILL_20161005_006848	เพิ่มความเสียหายธาตุน้ำแข็ง +110 เมื่อโจมตี	공격시 +110 얼음 속성 고정 피해 추가
SKILL_20161005_006849	Champagne	샴페인
SKILL_20161005_006850	อัตรา AoE เพิ่มขึ้น	광역 방어 비율이 증가합니다.
SKILL_20161005_006851	Instance Clear Voucher Barrier	인스턴스 던전 소탕권 보호막
SKILL_20161005_006852	ป้องกันความเสียหายทั้งหมด	모든 데미지에 면역상태 입니다.
SKILL_20161005_006853	อาวุธประเภท One-handed Sword สามารถใส่ที่มือขวาได้ (อาวุธรอง)	[한손검] 계열 무기를 오른손(보조 장비)에 착용 가능합니다.
SKILL_20161005_006854	One-handed Spear Mastery: Medium-sized Hunter	한손창 마스터리: 중형 사냥꾼
SKILL_20161005_006855	กรณีถือ One-handed Spear ความเสียหายสกิลของตัวละครเพิ่มขึ้น 4% ตาม Lv. พิเศษเมื่อศัตรูขนาดกลางเป็นเป้าหมาย	[한손창]을 장비했을 경우 중형 적을 대상으로 할 때 캐릭터의 스킬 대미지가 특성 레벨당 4% 증가합니다.
SKILL_20161005_006856	Zwerchhau: Enhance	즈버크하우: 강화
SKILL_20161005_006857	เพิ่มความเสียหายแก่ศัตรู 1% ด้วย Zwerchhau ตาม Lv. พิเศษ	적에게 입히는 [즈버크하우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006858	Sturtzhau: Enhance	슈트루츠하우: 강화
SKILL_20161005_006859	ความเสียหาย Sturtzhau เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [슈트루츠하우]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006860	Zucken: Multi Cuts	츠켄: 연속 베기
SKILL_20161005_006861	จำนวนการโจมตี Zucken มากขึ้นกว่าเดิม ปริมาณความเสียหายทั้งหมดเพิ่มขึ้น +100%	스킬 [츠켄]의 공격 횟수가 좀 더 많아져 총 대미지량이 +100% 증가합니다.
SKILL_20161005_006862	Redel: Multi Cuts	레델: 연속 베기
SKILL_20161005_006863	จำนวนการโจมตี Redel มากขึ้นกว่าเดิม ปริมาณความเสียหายทั้งหมดเพิ่มขึ้นประมาณ +180%	스킬 [레델]의 공격 횟수가 좀 더 많아져 총 대미지량이 약 +180% 증가합니다.
SKILL_20161005_006864	Zornhau: Deep Cut	존하우: 깊게 베기
SKILL_20161005_006865	การโจมตี Zornhau ใส่ศัตรูอย่างแม่นยำหลายครั้ง เพิ่มขึ้น 1 ครั้งตาม Lv. พิเศษ	스킬 [존하우]의 공격이 적에게 여러번 적중합니다. 특성 레벨당 1회 증가합니다.
SKILL_20161005_006866	Punish: Earthquake	퍼니쉬: 어스퀘이크
SKILL_20161005_006867	สร้างความเสียหายแก่ศัตรูโดยรอบเมื่อใช้สกิล Punish สำเร็จ	스킬 [퍼니쉬] 성공시 주변 적들에게도 피해를 입힙니다.
SKILL_20161005_006868	Balestra Fente: Enhance	발레스트라 팡트: 강화
SKILL_20161005_006869	เพิ่มความเสียหายแก่ศัตรู 1% ด้วย Balestra Fente ตาม Lv. พิเศษ	적에게 입히는 [발레스트라 팡트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006870	Attaque Au Fer: Enhance	아따끄 오 페르: 강화
SKILL_20161005_006871	เพิ่มความเสียหายแก่ศัตรู 1% ด้วย Attaque Au Fer ตาม Lv. พิเศษ	적에게 입히는 [아따끄 오 페르]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006872	Shinobi: Ninja Walk	시노비: 인보
SKILL_20161005_006873	เคลื่อนที่เงียบและรวดเร็วเหมือน Shinobi ความเร็วเคลื่อนที่เพิ่มขึ้นแต่ปริมาณการใช้ STA ลดลง	시노비답게 조용하고 재빠르게 움직입니다. 대쉬 중의 이동속도가 약간 증가되고, STA 소모량이 감소합니다.
SKILL_20161005_006874	Dethrone: Enhance	디쓰론: 강화
SKILL_20161005_006875	ความเสียหาย Dethrone เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [디쓰론]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006876	Serpentine: Additional Damage	서펜틴: 추가대미지
SKILL_20161005_006877	ศัตรูที่ถูกโจมตี Serpentine จะมีการโจมตีกายภาพระยะประชิดอ่อนแอลงเป็นเวลา 10 วินาที และสร้างความเสียหายเพิ่มเติม 100%	스킬 [서펜틴]에 공격 당한 적은 10초 동안 근접 물리 공격에 취약해져, 100%의 추가 대미지를 입습니다.
SKILL_20161005_006878	Dragon Dive: Enhance	드래곤 다이브: 강화
SKILL_20161005_006879	ความเสียหาย Dragon Dive เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [드래곤 다이브]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006880	Murmillo: Enhanced Manica	무르밀로: 마니카 강화
SKILL_20161005_006881	ปริมาณความเสียหายที่ได้รับจากศัตรูลดลง 10 ในอัตรา 25% ตาม Lv. พิเศษ	적에게 받는 피해량이 25% 확률로 특성 레벨당 10 감소합니다.
SKILL_20161005_006882	Frenzied Slash: Enhance	프렌지드 슬래쉬: 강화
SKILL_20161005_006883	ความเสียหาย Frenzied Slash เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [프렌지드 슬래쉬]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006884	Evade Thrust: Enhance	이베이드 쓰러스트: 강화
SKILL_20161005_006885	ความเสียหาย Evade Thrust เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [이베이드 쓰러스트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006886	Evade Thrust: Bleed	이베이드 쓰러스트: 출혈
SKILL_20161005_006887	ศัตรูที่ถูกโจมตีด้วย Evade Thrust จะตกอยู่ในสถานะเลือดออกเป็นเวลา 25 วินาทีในอัตรา 2% ตาม Lv. พิเศษ ความเสียหายเลือดออกเป็นไปตาม STR ของตัวละคร	스킬 [이베이드 쓰러스트]에 피격 당한 적은 특성 레벨당 2% 확률로 25초 동안 [출혈] 상태에 빠집니다. 출혈 대미지는 캐릭터의 힘에 비례합니다.
SKILL_20161005_006888	Headbutt: Enhance	헤드버트: 강화
SKILL_20161005_006889	ความเสียหาย Headbutt เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [헤드버트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006890	Take Down: Enhance	테이크 다운: 강화
SKILL_20161005_006891	ความเสียหาย Take Down เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [테이크 다운]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006892	Frenzied Shoot: Enhance	프렌지드 슛: 강화
SKILL_20161005_006893	ความเสียหาย Frenzied Shoot เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [프렌지드 슛]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006894	Enhanced Peltasta Shield Attack	펠타스타 방패 공격 강화
SKILL_20161005_006895	การโจมตี Rim Blow, Umbo Blow, Shield Lob Umbo Thrust ของ Peltastas ขณะใส่อุปกรณ์ Cassis Crista ที่เกี่ยวข้องเพิ่มขึ้น 40% ตาม Lv. พิเศษ	어인 투구를 착용한 상태에서 펠타스타의 림블로, 엄보블로, 실드랍, 엄보쓰러스트 스킬의 공격력이 특성 레벨당 40% 증가합니다.
SKILL_20161005_006896	Scutum Hit: Enhance	스큐텀 힛: 강화
SKILL_20161005_006897	ความเสียหาย Scutum Hit เพิ่มขึ้น 1% ตาม Lv. พิเศษ	적에게 입히는 [스큐텀 힛]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20161005_006898	Headbutt: Additional Damage	헤드버트: 추가대미지
SKILL_20161005_006899	ศัตรูที่ถูกโจมตีด้วย Headbutt จะมีการโจมตี Strike อ่อนแอลงเป็นเวลา 10 วินาที และสร้างความเสียหายเพิ่มเติม 10% ตาม Lv. พิเศษ	스킬 [헤드버트]에 공격 당한 적은 10초 동안 때리기 속성 공격에 취약해져, 특성 레벨당 10%의 추가 대미지를 입습니다.
