ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20160323_010362	Augalo Amulet	아갈라스 어뮬렛
ITEM_20160323_010363	[เอฟเฟค] มีโอกาส 0.8% ที่จะเกิดค่าความเสียหายเพิ่มเติม 8640 หน่วย กับมอนสเตอร์ประเภทพืช	[장착 효과] 식물형에게 기본공격시 0.8% 확률로 8640의 추가 대미지
ITEM_20160323_010364	Perejimo Amulet	페레지마스 어뮬렛
ITEM_20160323_010365	[เอฟเฟค] มีโอกาส 0.8% ที่จะเกิดค่าความเสียหายเพิ่มเติม 8640 หน่วย กับมอนสเตอร์ประเภท Mutant	[장착 효과] 변이형에게 기본공격시 0.8% 확률로 8640의 추가 대미지
ITEM_20160323_010366	Zveries Amulet	지벨리스 어뮬렛
ITEM_20160323_010367	[เอฟเฟค] มีโอกาส 0.8% ที่จะเกิดค่าความเสียหายเพิ่มเติม 8640 หน่วย กับมอนสเตอร์ประเภท Beast	[장착 효과] 야수형에게 기본공격시 0.8% 확률로 8640의 추가 대미지
ITEM_20160323_010368	Vabalo Amulet	발바라스 어뮬렛
ITEM_20160323_010369	[เอฟเฟค] มีโอกาส 0.8% ที่จะเกิดค่าความเสียหายเพิ่มเติม 8640 หน่วย กับมอนสเตอร์ประเภทแมลง	[장착 효과] 곤충형에게 기본공격시 0.8% 확률로 8640의 추가 대미지
ITEM_20160323_010370	Magijos Amulet	마기야 어뮬렛
ITEM_20160323_010371	[เอฟเฟค] มีโอกาส 5% ที่จะเพิ่มค่าเวทมนตร์ 152 หน่วย เป็นเวลา 30 วินาที ตอนคริติคอล	[장착 효과] 치명타 발생시 5% 확률로 30초간 마법증폭 152 증가
ITEM_20160323_010372	Vinies Amulet	비니스 어뮬렛
ITEM_20160323_010373	[เอฟเฟค] มีโอกาส 15% ที่จะติด [Bleeding] เป็นเวลา 3 วินาที เมื่อใช้ท่าโจมตีประเภท [Slash]	[장착 효과] 베기 공격시 15% 확률로 3초간 출혈 효과 부여
ITEM_20160323_010374	Palemidas Amulet	팔레디마스 어뮬렛
ITEM_20160323_010375	[เอฟเฟค] มีโอกาส 5% ที่จะลด defense ลง 50% เป็นเวลา 3 วินาทีเมื่อใช้ท่าโจมตีประเภท [Stab]	[장착 효과] 찌르기 공격시 5% 확률로 3초간 방어력 50% 감소
ITEM_20160323_010376	Pertraukos Amulet	펄트라우카 어뮬렛
ITEM_20160323_010377	[เอฟเฟค] มีโอกาส 5% ที่จะติด [Stun] เป็นเวลา 0.5 วินาทีเมื่อใช้ท่าโจมตีประเภท [Strike]	[장착 효과] 때리기 공격시 5% 확률로 0.5초 스턴
ITEM_20160323_010378	Blue Orb: Brown Socket Archer	블루 오브:갈색 소켓 궁수
ITEM_20160323_010379	Red Orb: Brown Socket Archer	레드 오브:갈색 소켓 궁수
ITEM_20160323_010380	Strange Map	이상한 지도
ITEM_20160323_010381	เครื่องมือที่เจอจากเครื่องชำระล้างที่ Crystal Mine 3F วางมันลงไว้ที่เดิมถ้าใช้เสร็จ เพื่อที่คนอื่นจะได้ใช้ต่อ	수정광산 3층의 정화장치에 붙어있던 도구입니다. 다른 사람들이 쓸 수 있게 다 사용하면 꼭 제자리에 가져다 둡시다
ITEM_20160323_010382	Faulty Trap	불량 함정
ITEM_20160323_010383	กับดักแบบแพงที่ Priest Draznie ซื้อไว้เพื่อติดตั้งที่ Ashaq Underground Prison 2F มันใช้งานไม่ค่อยจะดีเท่าไหร่	사제 드라즈니에가 고가에 사들여 아샤크 지하 2층에 설치한 함정입니다. 제값을 못하는 물건입니다.
ITEM_20160323_010384	Blue Coal	푸른 석탄
ITEM_20160323_010385	ถ่านหินที่ซ่อนอยู่ใน Koru Jungle โดยพ่อค้านักเดินทาง	행상인이 코루 숲에 숨겨둔 석탄입니다
ITEM_20160323_010386	Stone	돌멩이
ITEM_20160323_010387	หินทั่วไปที่หาได้ง่ายๆ ขนาดพอเหมาะที่จะใช้โยน	흔하게 구할 수 있는 돌맹이. 던지기 좋은 크기입니다.
ITEM_20160323_010388	Coral Horn Piece	산호 뿔 조각
ITEM_20160323_010389	เขาที่ได้จากมอนสเตอร์ แข็งมากๆ	몬스터로 부터 얻은 뿔. 굉장히 단단합니다.
ITEM_20160323_010390	Earth Magic Stone	대지의 마법석
ITEM_20160323_010391	หินเวทมนตร์ที่สามารถดูดซับพลังผืนดินได้	대지의 기운을 흡수할 수 있는 마법석입니다.
ITEM_20160323_010392	Sea Magic Stone	바다의 마법석
ITEM_20160323_010393	หินเวทมนตร์ที่สามารถดูดซับพลังของทะเลได้	바다의 기운을 흡수할 수 있는 마법석입니다.
ITEM_20160323_010394	Balance Magic Stone	조화의 마법석
ITEM_20160323_010395	หินเวทมนตร์ที่สามารถดูดซับพลังของความสมดุลได้	조화의 기운을 흡수할 수 있는 마법석입니다.
ITEM_20160323_010396	Binding Magic Circle Scroll	구속 마법진 주문서
ITEM_20160323_010397	คัมภีร์ที่เก็บวงเวทแบบใหม่เอาไว้ มันปลอดภัยกว่าวงเวทที่ผ่านมา	새로운 구속 마법진이 담긴 주문서. 기존의 마법진보다 조금 안전하다고 합니다.
ITEM_20160323_010398	Magic Searching Stone	마력 탐지석
ITEM_20160323_010399	หินเวทมนตร์ที่สามารถใช้หาวงเวทได้	구속 마법진을 찾을 수 있는 마력 탐지석입니다.
ITEM_20160323_010400	Cane's Upper Part Piece Fragment	지팡이 상단부 조각 파편
ITEM_20160323_010401	ชิ้นส่วนที่ดูเหมือนจะเป็นส่วนด้านบนของไม้เท้าที่แตกหัก	부숴진 지팡이의 상단부 조각으로 보이는 조각입니다.
ITEM_20160323_010402	Cane's Central Part Piece Fragment	지팡이 중단부 조각 파편
ITEM_20160323_010403	ชิ้นส่วนที่ดูเหมือนจะเป็นส่วนกลางของไม้เท้าที่แตกหัก	부숴진 지팡이의 중단부 조각으로 보이는 조각입니다.
ITEM_20160323_010404	Cane's Lower Part Piece Fragment	지팡이 하단부 조각 파편
ITEM_20160323_010405	ชิ้นส่วนที่ดูเหมือนจะเป็นส่วนด้านล่างของไม้เท้าที่แตกหัก	부숴진 지팡이의 하단부 조각으로 보이는 조각입니다.
ITEM_20160323_010406	Old Cane	오래된 지팡이
ITEM_20160323_010407	ซ่อมแซมจากไม้เท้าที่แตกหัก	부숴졌던 지팡이의 복원품입니다.
ITEM_20160425_010408	Warrior's Spring Flower Dress (ชาย)	전사용 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160425_010409	Warrior's Spring Flower Dress (หญิง)	전사용 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160425_010410	Wizard's Spring Flower Dress (ชาย)	위저드용 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160425_010411	Wizard's Spring Flower Dress (หญิง)	위저드용 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160425_010412	Archer's Spring Flower Dress (ชาย)	궁수의 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160425_010413	Archer's Spring Flower Dress (หญิง)	궁수의 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160425_010414	Priest's Spring Flower Dress (ชาย)	사제의 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160425_010415	Priest's Spring Flower Dress (หญิง)	사제의 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160425_010416	Cleric's Spring Flower Dress (ชาย)	성직자의 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160425_010417	Cleric's Spring Flower Dress (หญิง)	성직자의 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160425_010418	Collection: What Is Falchion	콜렉션:폴쳔이란 무엇인가
ITEM_20160425_010419	Collection: Bug Hater	콜렉션:곤충 혐오
ITEM_20160425_010420	Collection: Love For Foreign Land	콜렉션:이국 사랑
ITEM_20160425_010421	Marnox Cube	마르녹스의 큐브
ITEM_20160426_010422	Wizard's Spring Flower Dress (ชาย)	마법사용 봄맞이 꽃 컨셉 드레스(남)
ITEM_20160426_010423	Wizard's Spring Flower Dress (หญิง)	마법사용 봄맞이 꽃 컨셉 드레스(여)
ITEM_20160520_010424	Cockatrice Head (ชาย)	코카트리스 헤드(남)
ITEM_20160520_010425	ตกแต่งเป็นเหมือนหัวนกกริฟฟอนสำหรับผู้ชาย ไม่สามารถย้อมสีได้	남자용 코카트리스 머리 장식으로, 코카트리스 코스튬과 잘 어울립니다. 염색약의 색상이 적용되지 않습니다.
ITEM_20160520_010426	Quiff Style	퀴프 컷
ITEM_20160520_010427	Cockatrice Head (หญิง)	코카트리스 헤드(여)
ITEM_20160520_010428	ตกแต่งเป็นเหมือนหัวนกกริฟฟอนสำหรับผู้ชาย ไม่สามารถย้อมสีได้	여성용 코카트리스 머리 장식으로, 코카트리스 코스튬과 잘 어울립니다. 염색약의 색상이 적용되지 않습니다.
ITEM_20160520_010429	Long-Wave Perm	롱 웨이브 펌
ITEM_20160520_010430	Contact Lenses	렌즈
