QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20161005_000832	"Gesti may have been defeated, but the power of chaos will return to obscure me.{nl}When it does, Giltine will seek me.{nl}"	Gesti  อาจจะพ่ายแพ้แต่ความยุ่งเหยิงจะกลับมาสู่ฉันอีกครั้ง{nl}เมื่อมันกลับมา Giltine จะค้นหาฉัน{nl}
QUEST_LV_0400_20161005_000833	That decision was made because I could not bear to place this place and the Kupoles protecting me in danger.{nl}Please do not be sad on my behalf...	คำตัดสินนั้นถูกทำขึ้นเพราะฉันไม่สามารถทนสถานการณ์ในสถานที่นี้ได้และ Kupoles ปกป้องฉันในสถานการณ์อันตราย{nl}โปรดอย่าเศร้าเสียใจในนามของฉัน...
QUEST_LV_0400_20161005_000834	I am sure that Goddess Dalia is thankful for your actions.	ฉันแน่ใจว่าเทพธิดา Dalia ขอบคุณสำหรับการกระทำของคุณอย่างแน่นอน
QUEST_LV_0400_20161005_000835	No... Dalia... Dalia...!!	ไม่... Dalia... Dalia...!!
QUEST_LV_0400_20161005_000836	Alembique Tales(1)	เรื่องเล่า Alembique (1)
QUEST_LV_0400_20161005_000837	Tell me what happened and I will help you.	จงบอกฉันว่าอะไรเกิดขึ้นและฉันจะช่วยเหลือคุณ
QUEST_LV_0400_20161005_000838	What is it?	มันคืออะไร?
QUEST_LV_0400_20161005_000839	Why was the mercenary group formed?	ทำไมกลุ่มทหารรับจ้างถึงเป็นแบบนี้?
QUEST_LV_0400_20161005_000840	Alembique Tales(2)	เรื่องเล่า Alembique (2)
QUEST_LV_0400_20161005_000841	I will help you. Just calm down.	ฉันจะช่วยเหลือคุณ เพียงแค่สงบลง
QUEST_LV_0400_20161005_000842	"No more talk can be done with Heranda, it seems.{nl}Find other people heading Engoa Stalactite Cave."	ดูเหมือนว่าไม่ได้พูดคุยเรื่องที่สามารถทำได้กับ Heranda{nl}ค้นหาบุคคลอื่นๆ ที่มุ่งหน้าไปที่ Engoa Stalactite Cave
QUEST_LV_0400_20161005_000843	Alembique Tales(3)	เรื่องเล่า Alembique (3)
QUEST_LV_0400_20161005_000844	I have heard it from Heranda.	ฉันเคยได้ยินจาก Heranda
QUEST_LV_0400_20161005_000845	Alembique Tales(4)	เรื่องเล่า Alembique (4)
QUEST_LV_0400_20161005_000846	Mercenary Heranda has disappeared.{nl}Search the vicinity for his trace.	Mercenary Heranda ได้หายไป{nl}จงค้นหาบริเวณใกล้เคียงเพื่อหาร่องรอยของเขา
QUEST_LV_0400_20161005_000847	Alembique Tales(5)	เรื่องเล่า Alembique (5)
QUEST_LV_0400_20161005_000848	It's not a good idea to spread out.	มันไม่ใช่ความคิดที่ดีที่จะกระจายออกไป
QUEST_LV_0400_20161005_000849	Alembique Tales(6)	เรื่องเล่า Alembique (6)
QUEST_LV_0400_20161005_000850	I will find it. Just hold on.	ฉันจะค้นหามัน เพียงโปรดรอก่อน
QUEST_LV_0400_20161005_000851	There must be some other way.	ต้องมีหนทางอื่นๆ
QUEST_LV_0400_20161005_000852	Commanding Officer Gigho has disappeared.{nl}Report to Priest Celvica.	Commanding Officer Gigho ได้หายตัวไป{nl}จงรายงานสิ่งนี้กับ Priest Celvica
QUEST_LV_0400_20161005_000853	Alembique Tales(7)	เรื่องเล่า Alembique (7)
QUEST_LV_0400_20161005_000854	I will find Edeline.	ฉันจะค้นหา Edeline
QUEST_LV_0400_20161005_000855	Alembique Tales(8)	เรื่องเล่า Alembique (8)
QUEST_LV_0400_20161005_000856	Priest Celvica has left to find Kedoran Alliance Merchant Alta.{nl}Find Alta before something happens.	Priest Celvica ได้ออกค้นหา Kedoran Alliance Merchant Alta{nl}จงค้นหาแท่นบูชาก่อนที่บางสิ่งจะเกิดขึ้น
QUEST_LV_0400_20161005_000857	A Legend's Reality	ความจริงของตำนาน
QUEST_LV_0400_20161005_000858	I need an indulgence!	ฉันต้องการการปลดปล่อย!
QUEST_LV_0400_20161005_000859	The price of life	ราคาของชีวิต
QUEST_LV_0400_20161005_000860	I will check it out.	ฉันจะตรวจสอบมัน
QUEST_LV_0400_20161005_000861	Legs must work properly	ขาต้องทำงานอย่างเหมาะสม
QUEST_LV_0400_20161005_000862	Say that it will be safe enough	พูดได้เลยว่ามันจะปลอดภัยแน่นอน
QUEST_LV_0400_20161005_000863	Giving herbs	การให้สมุนไพร
QUEST_LV_0400_20161005_000864	There is something suspicious about the mysterious hunter.{nl}Go and ask him about what really happened.	มีบางอย่างที่น่าสงสัยเกี่ยวกับพรานลึกลับ{nl}จงไปและสอบถามเขาเกี่ยวกับสิ่งที่เกิดขึ้น
QUEST_LV_0400_20161005_000865	Trap after trap(1)	หลังจากดักกับดัก(1)
QUEST_LV_0400_20161005_000866	Trap after trap(2)	หลังจากดักกับดัก(2)
QUEST_LV_0400_20161005_000867	Poison will be strong enough	ยาพิษจะรุนแรงเพียงพอ
QUEST_LV_0400_20161005_000868	I don't know if it will be useful	ฉันไม่ทราบว่ามันจะเป็นประโยชน์
QUEST_LV_0400_20161005_000869	Say that you are prepared to face any challenge	กล่าวได้เลยว่าคุณพร้อมที่จะเผชิญกับความท้าทายใดๆ
QUEST_LV_0400_20161005_000870	Say that you do not want to be involved in anything complicated	กล่าวได้ว่าคุณไม่ต้องการที่จะมีส่วนร่วมกับสิ่งที่มีความซับซ้อนใดๆ
