ITEM_20150317_000001	Empty_helmet
ITEM_20161214_013131	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Chafer เมื่อใช้ Poison Pot
ITEM_20161214_013132	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% ฟื้นฟู SP 10% SP หลังจากจัดการมอนสเตอร์ธาตุน้ำแข็ง
ITEM_20161214_013133	[อุปกรณ์เอฟเฟค Poison Pot]  เปิดใช้ทักษะ Carapace หลังจากใช้ Poison Pot
ITEM_20161214_013134	[อุปกรณ์เอฟเฟคการ์ด] ป้องกันการแทงทะลุ +[{img star_mark 20 20}]
ITEM_20161214_013135	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Krimeleech เมื่อใช้ Poison Pot
ITEM_20161214_013136	[อุปกรณ์เอฟเฟคการ์ด][จำนวนของการ์ด]% เพิ่มความเสียหายกับมอนสเตอร์ประเภท Boss
ITEM_20161214_013137	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Tomblord ได้
ITEM_20161214_013138	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% ฟื้นฟู SP 10% SP หลังจากจัดการมอนสเตอร์ธาตุสายฟ้า
ITEM_20161214_013139	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Harpeia ได้
ITEM_20161214_013140	[อุปกรณ์เอฟเฟคการ์ด]  มีโอกาส 10% เพิ่มพลังโจมตีธาตุพิษ +[{img star_mark 20 20}] เป็นเวลา 7 วินาที เมื่อโจมตีมอนสเตอร์ขนาดเล็ก
ITEM_20161214_013141	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Honeypin เมื่อใช้ Poison Pot
ITEM_20161214_013142	[อุปกรณ์เอฟเฟคการ์ด]  โจมตีด้วยเวทย์ +[{img star_mark 20 20}]
ITEM_20161214_013143	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Helgasercle ได้
ITEM_20161214_013144	[อุปกรณ์เอฟเฟคการ์ด] ค่า SP สูงสุด +[{img star_mark 20 20}*15]
ITEM_20161214_013145	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Specter ได้
ITEM_20161214_013146	[อุปกรณ์เอฟเฟคการ์ด] [Number of Cards]% เพิ่มความเสียหายกับมอนสเตอร์ประเภทที่อยู่นิ่ง
ITEM_20161214_013147	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Corrupted ได้ (ไม่สามารถเคลื่อนที่ได้)
ITEM_20161214_013148	[อุปกรณ์เอฟเฟคการ์ด]  มีโอกาส 10% เพิ่มพลังโจมตีธาตุศักดิ์สิทธิ์+[{img star_mark 20 20}]เป็นเวลา 7 วินาทีเมื่อทำการโจมตีมอนสเตอร์ขนาดใหญ่
ITEM_20161214_013149	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Sparnasman ได้
ITEM_20161214_013150	[อุปกรณ์เอฟเฟคการ์ด] [สูงสุด{img star_mark 20 20}]% มีโอกาสฟื้นฟู SP 0.5% เมื่อทำการโจมตีมอนสเตอร์ขนาดเล็ก
ITEM_20161214_013151	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Cerberus ได้
ITEM_20161214_013152	[อุปกรณ์เอฟเฟคการ์ด]  แม่นยำ +[{img star_mark 20 20}]
ITEM_20161214_013153	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Naktis ได้
ITEM_20161214_013154	[อุปกรณ์เอฟเฟคการ์ด]  มีโอกาส 5% ในการคืนชีพ [{img star_mark 20 20}]% แต่ HP ที่ฟื้นคืนนั้นยังไม่อาจจะต่อสู้ได้
ITEM_20161214_013155	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Dullahan ได้
ITEM_20161214_013156	[อุปกรณ์เอฟเฟคการ์ด] [Blind] ความต้านทาน +[{img star_mark 20 20}]%
ITEM_20161214_013157	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Riteris ได้
ITEM_20161214_013158	[อุปกรณ์เอฟเฟคการ์ด] ป้องกันเวทย์ +[{img star_mark 20 20}]
ITEM_20161214_013159	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Nuaele ได้
ITEM_20161214_013160	[อุปกรณ์เอฟเฟคการ์ด] ผลของ HP Potion +[{img star_mark 20 20}]%
ITEM_20161214_013161	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Neop เมื่อใช้ Poison Pot
ITEM_20161214_013162	[อุปกรณ์เอฟเฟคการ์ด] CON +[{img star_mark 20 20}]
ITEM_20161214_013163	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Blut ได้
ITEM_20161214_013164	[อุปกรณ์เอฟเฟคการ์ด] ต้านทานคริติคอล +[{img star_mark 20 20}]
ITEM_20161214_013165	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Plokste เมื่อใช้ Poison Pot
ITEM_20161214_013166	[อุปกรณ์เอฟเฟคการ์ด] โจมตีทางกายภาพสูงสุดลำดับสอง +[{img star_mark 20 20}
ITEM_20161214_013167	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Plokste เมื่อใช้ Poison Pot
ITEM_20161214_013168	[อุปกรณ์เอฟเฟคการ์ด]  [สูงสุด{img star_mark 20 20}]% มีโอกาสฟื้นฟู SP 0.5% เมื่อโจมตีมอนสเตอร์ขนาดเล็ก
ITEM_20161214_013169	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะ Velnewt เมื่อใช้ Poison Pot
ITEM_20161214_013170	[อุปกรณ์เอฟเฟคการ์ด] มีโอกาส 10% เพิ่มพลังการโจมตีธาตุดิน+[{img star_mark 20 20}] เป็นเวลา 7 วินาที เมื่อโจมตีมอนสเตอร์ประเภท Boss
ITEM_20161214_013171	[อุปกรณ์เอฟเฟค Poison Pot] เปิดใช้ทักษะVelpede เมื่อใช้ Poison Pot
ITEM_20161214_013172	[อุปกรณ์เอฟเฟคการ์ด] -[Number of Cards] ระยะเวลาฟื้นฟู SP
ITEM_20161214_013173	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Pyroego ได้ (ไม่สามารถเคลื่อนที่ได้)
ITEM_20161214_013174	[อุปกรณ์เอฟเฟคการ์ด]  มีโอกาส 10% เพิ่มพลังโจมตีธาตุสายฟ้า[{img star_mark 20 20}] เป็นเวลา 7 วินาที เมื่อโจมตีมอนสเตอร์ประเภท Boss
ITEM_20161214_013175	[อุปกรณ์เอฟเฟค Grimoire] สามารถเรียกใช้ Lithorex ได้
ITEM_20161214_013176	[อุปกรณ์เอฟเฟคการ์ด] ต้านทานคุณสมบัติ Missile +[{img star_mark 20 20}]
