QUEST_LV_0200_20150317_000001	Philipas' Soldier	ทหารของPhilipas
QUEST_LV_0200_20150511_007033	Notice/The magic circle strengthened when you removed the 4 crystals!!#5	Notice/วงกลมเวทมนตร์แข็งแกร่งขึ้นเมื่อคุณย้ายคริสตัลสี่ชิ้นสำเร็จ!!#5
QUEST_LV_0200_20150511_007034	Notice/!/You must gather the spell of monsters in the pot and bury it in front of the magic circle.#5	Notice/!/คุณต้องรวบรวมเวทมนตร์ของมอนสเตอร์ไว้ในโถและฝังมันไว้ด้านหน้าวงกลมเวทมนตร์#5
QUEST_LV_0200_20150511_007035	Breaking the container/HAMMERING/2/TRACK_BEFORE/None	กำลังทำลายภาชนะ/HAMMERING/2/TRACK_BEFORE/None
QUEST_LV_0200_20150511_007036	Better do it yourself	จะดีกว่าหากทำมันด้วยตัวคุณเอง
QUEST_LV_0200_20150511_007037	Brewer Dorjen is angry because he was stopped from burning the forest. {nl}Try to calm Dorjen down.	คนต้มเหล้า Dorjen โกรธเพราะเขาถูกหยุดจากไฟป่า{nl}พยายามทำให้Dorjenสงบลง
QUEST_LV_0200_20150511_007038	"If they're not after the honey, then there's only one thing possible. Check Bichiu Altar, where monsters have been gathering."	หากมันไม่ใช่เพราะน้ำผึ้ง น่าจะมีเพียงสิ่งเดียวที่เป็นไปได้ จงตรวจสอบแท่นบูชาBichiuที่มอนสเตอร์จำนวนมากรวมตัวกันอยู่
QUEST_LV_0200_20150511_007039	"The Tree Root Crystal reacted strangely and corrupted its surroundings! First, defeat the monsters nearby and find the scattered Tree Root Crystal Cores."	Tree Root Crystalมีปฏิกิริยาตอบสนองแบบแปลกๆและทำความเสียหายต่อบริเวณโดยรอบ! จงปราบมอนสเตอร์บริเวณโดยรวมและค้นหาส่วนสำคัญของTree Root Crystal ที่กระจัดกระจายไปเป็นสิ่งแรก
QUEST_LV_0200_20150511_007040	Monsters came out when you worshiped at the sanctum. Defeat the monsters first.	เหล่ามอนสเตอร์ออกมาเมื่อคุณทำการสักการะที่สถานที่ศักดิ์สิทธิ์ จงปราบมอนสเตอร์เหล่านั้นก่อน
QUEST_LV_0200_20150511_007041	Royal Survey Corps Ukert seems to have sensed something. Talk to Ukert again.	ผู้สำรวจหลวงUkertดูเหมือนว่าจะรู้สึกถึงอะไรบางอย่าง จงพูดคุยกับUkertอีกครั้ง
QUEST_LV_0200_20150511_007042	"Get the secret hint from the platform in Meile Oratorium and obtain the Holy Relic of Mercy. If you have difficulty solving the secret, call on Aurelius' Spirit and ask him for help."	ได้รับความลับที่ซ่อนอยู่จากแท่นในMeile Oratoriumและได้รับพระธาตุศักดิ์สิทธิ์แห่งความเมตตา หากยากต่อคุณในการไขความลับ โปรดเรียกวิญญาณของAureliusและขอให้เขาช่วยเหลือ
QUEST_LV_0200_20150511_007043	It's curious that a wine cask is lying off the beaten path. Go and take a look at it.	มันไม่น่าเชื่อที่มีถังไวน์ในเส้นทางนี้ จงไปและเฝ้าดูมัน
QUEST_LV_0200_20150511_007044	"Joana wants to find out what the strange aura near Ramus Crossroads is. Attack the monster to drop its HP below 50%, then bring it to the strange aura below the magic circle and interact with it."	Joanaต้องการค้นหาว่าอะไรคือออร่าประหลาดใกล้กับทางแยกRamus โจมตีมอนสเตอร์ให้HPของมันลดลงต่ำกว่า50%แล้วนำมันไปที่ออร่าประหลาดนั้นด้านล่างของวงกลมเวทมนตร์และดูปฎิกิริยาของมัน
QUEST_LV_0200_20150511_007045	Goddess Vakarine's strength alone is not enough to close the dimensional crack. Talk to Goddess Vakarine.	ความแข็งแกร่งของเทพธิดาVakarineเพียงอย่างเดียวไม่เพียงพอในการปิดรอยแยกมิติได้ จงพูดคุยกับเทพธิดาVakarine
QUEST_LV_0200_20150511_007046	"Nuaele is gone from Demon Prison and to stabilize it, Kupole Arune asked you defeat the remaining demons in 1st Isolation Area."	Nuaeleได้หายไปจากคุกปีศาจแล้วและเพื่อรักษาเสถียรภาพของมัน Kupole Aruneได้ขอให้คุณทำการปราบปีศาจที่เหลืออยู่ในพื้นที่แยกที่หนึ่ง
QUEST_LV_0200_20150714_007047	"I really want to help the soldiers who are trying to clear the Thorn Forest,{nl} but sadly I just don't have the means to.{nl} Could you do something about the Treegools that are harassing the soldiers?"	ฉันต้องการที่จะช่วยเหลือเหล่าทหารผู้ซึ่งพยายามจะจัดการป่าหนาม{nl} แต่ช่างน่าเศร้าที่ฉันไม่มีความแข็งแรงพอที่จะทำมันได้{nl} คุณสามารถทำบางสิ่งบางอย่างกับTreegoolsที่รบกวนเหล่าทหารได้หรือไม่?
QUEST_LV_0200_20150714_007048	"It's dangerous here, get back to the town.{nl} What are the soldiers even doing.{nl}"	ที่นี่อันตราย จงกลับไปที่เมือง{nl} สิ่งใดที่เหล่าทหารกำลังทำอยู่หรือ{nl}
QUEST_LV_0200_20150714_007049	"Ah, so you're the Revelator? {nl} I have a problem, but with you here it might not be so bad. {nl} Mind if I borrow some of your time?"	อ่า คุณเป็นRevelatorหรือ? {nl} ฉันมีปัญหาแต่เพราะคุณอยู่ที่นี่ดังนั้นมันอาจจะไม่ได้แย่เกินไปนัก {nl} จะเป็นอะไรไหมหากฉันจะรบกวนเวลาของคุณ?
