QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20151102_010821	I knew ya would pass it.{nl}You are ready to learn the advanced pyromancy.{nl}Watch and learn.	ฉันรู้ว่าคุณจะสามารถผ่านมันมาได้{nl}คุณพร้อมแล้วที่จะเรียนสกิลขั้นสูงPyromancy {nl} ตั้งใจดูและเรียนรู้มัน
QUEST_LV_0100_20151102_010822	Learning advanced cryomancy requires you to take a test.{nl}It is designed to determine your aptitude in learning high-leveled cryomancy.{nl}Are you ready to go through the trial of frost?	การเรียนรู้สกิลขั้นสูงของcryomancy คุณจำเป็นจะต้องผ่านบททดสอบ{nl}มันถูกออกแบบมาเพื่อทดสอบความสามารถในการเรียนรู้Cryomancyขั้นสูง{nl}คุณพร้อมแล้วหรือไม่ที่จะถูกทดสอบกับความเย็น
QUEST_LV_0100_20151102_010823	The trial of frost consists of battling an Ice property monster.{nl}It is crucial to understand the enemy and yourself.{nl}This test should not be too overwhelming if you desire in seeking advanced cryomancy.	การทดสอบกับความเย็นประกอบไปด้วยการต่อสู้กับมอนสเตอร์ประเภทน้ำแข็ง{nl}มันเป็นสิ่งสำคัญมากในการที่จะทำความเข้าใจศัตรูและตัวคุณเอง{nl}คุณจำเป็นจะต้องผ่านบททดสอบนี้เพื่อที่จะเรียนรู้สกิลขั้นสูงของ Cryomancy
QUEST_LV_0100_20151102_010824	Impressive.{nl}You've done more than I expected.{nl}	น่าประทับใจจริงๆ {nl} คุณทำมันได้มากที่ฉันได้คิดไว้ {nl}
QUEST_LV_0100_20151102_010825	"The power you've demonstrated is enough.{nl}I will teach you the advanced cryomancy.{nl}Pay attention, do not miss the smallest detail!"	พลังที่คุณแสดงให้ฉันเห็นมันมีมากเพียงพอ {nl} ฉันจะสอนคุณเวทมนตร์ขั้นสูงของ Cryomancy {nl} จงตั้งใจ และอย่าพลาดแม้แต่รายละเอียดเล็กน้อย
QUEST_LV_0100_20151102_010826	"In order to be more proficient in handling a Psychokino's magic, delicate spell control is crucial.{nl}If you want to learn further in the Psychokino's magic, you should cultivate your abilities first.{nl}I can help you with this. Are you interested?"	ถ้าหากคุณต้องการเรียนรู้เวทมนตร์ของ Psychokino การควบคุมการร่ายคาถานั้นสำคัญมาก {nl} ถ้าคุณต้องการจะเรียนรู้เวทมนตร์นี้ คุณจะต้องฝึกฝนความสามารถของคุณก่อน {nl} ฉันสามารถช่วยคุณได้ สนใจไหมล่ะ
QUEST_LV_0100_20151102_010827	"Here, this is the Magic Control Detection Orb.{nl}It can detect spell being used around you but the range is quite narrow.{nl}Defeat a monster within the range of the Magic Control Detection Orb and return to me."	นี่คือ Magic Control Detection Orb {nl} มันจะสามารถจับพลังที่ถูกใช้รอบๆตัวคุณได้ แต่ระยะของมันค่อนข้างแคบมาก {nl} เอาชนะมอนสเตอร์ที่อยู่ในระยะของ Magic Control Detection Orb และนำมันกลับมาคืนให้ฉัน
QUEST_LV_0100_20151102_010828	Defeat a monster within the range of the Magic Control Detection Orb.	เอาชนะมอนสเตอร์ที่อยู่ในระยะของ Magic Control Detection Orb
QUEST_LV_0100_20151102_010829	"Not bad, not bad at all.{nl}"	ทำได้ไม่เลวนี่ {nl}
QUEST_LV_0100_20151102_010830	Stay focused and watch my demonstration just like you've practiced.	จงตั้งใจดูสิ่งที่ฉันจะสาธิตให้ดู
QUEST_LV_0100_20151102_010831	I am continuously working on the magic of the Linker.{nl}All Linkers need to keep developing and progressing.{nl}	ฉันกำลังเรียนรู้เวทมนตร์ของ Linker {nl} Linker ทุกคนยังต้องการพัฒนาความสามารถของตัวเองอย่างต่อเนื่อง {nl}
QUEST_LV_0100_20151102_010832	"If you want to take a bold step forward on your Linker's path, help me on this.{nl}If this work is proven successful, all Linkers will benefit from it."	ถ้าคุณต้องการที่จะก้าวหน้าในการเป็น Linker จงมาช่วยฉันทำสิ่งนี้ {nl} ถ้าคุณสามารถทำสิ่งนี้ได้ Linker ทุกคนก็จะได้รับประโยชน์ไปด้วย
QUEST_LV_0100_20151102_010833	Take this Soul Flask.{nl}Fill it up with monster's souls by defeating monsters.	นำ Soul Flask ไป {nl} เติมเต็มมันด้วยพลังของมอนสเตอร์โดยการเอาชนะพวกมัน
QUEST_LV_0100_20151102_010834	Fill the Soul Flask up with monster souls by defeating them.	เติม Soul Flask ด้วยวิญญาณของมอนสเตอร์โดยการเอาชนะพวกมัน
